水泥成分,,,,,水泥强度,单方水泥用量,用水量,水灰比,,,粗骨料,,细骨料,粉煤灰成分,,,,,一级粉煤灰用量,二级粉煤灰用量,矿渣成分,,,,,矿渣用量,石灰石粉,硅灰比表面积,硅灰用量,28天强度,碳化开始时间,碳化持续时间,碳化深度
C-Ca,C-Si,C-Al,C-Fe,C-Mg,strength,cement,water,ratio,waterloss,gasml,bigagregate,mosu_sm,smallagregate,FA-Ca,FA-Si,FA-Al,FA-Fe,FA-Mg,FA-1,FA-2,Slag-Ca,Slag-Si,Slag-Al,Slag-Fe,Slag-Mg,Slag,Ca-powder,Si-surface,Si-powder,strength28d,begintime,holdtime,deepth
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,58.9,28,14,0.4
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,58.9,28,16,0.6
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,58.9,28,32,1.2
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,58.9,28,56,2
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,55.5,28,7,0.3
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,55.5,28,14,0.6
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,55.5,28,16,1.1
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,55.5,28,32,2.3
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,55.5,28,56,3.4
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,52.6,28,7,0.3
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,52.6,28,14,0.6
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,52.6,28,16,0.9
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,52.6,28,32,1.75
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,52.6,28,56,2.4
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,57.3,28,7,0.3
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,57.3,28,14,0.5
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,57.3,28,16,1.2
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,57.3,28,32,2.5
64.9,20.8,6.23,4.88,0.98,PI52.5,315,157,0.35,,,1095,,,5.09,48.86,33.5,4.86,1.35,,90,37.81,34.07,16.68,0.97,9.61,45,,,,57.3,28,56,3.25
63.83,21.56,4.44,2.78,2.32,42.5,400,200,0.5,,,777,2.8,1073,,,,,,,,,,,,,,,,,,3,28,4.5
63.83,21.56,4.44,2.78,2.32,42.5,340,200,0.5,,,777,2.8,1073,,,,,,,,,,,,,,,,,,3,28,5.25
63.83,21.56,4.44,2.78,2.32,42.5,280,200,0.5,,,777,2.8,1073,,,,,,,,,,,,,,,,,,3,28,8.25
63.83,21.56,4.44,2.78,2.32,42.5,220,200,0.5,,,777,2.8,1073,,,,,,,,,,,,,,,,,,3,28,12.4
63.83,21.56,4.44,2.78,2.32,42.5,400,140,0.35,,,802,2.8,1108,,,,,,,,,,,,,,,,,,3,28,1.6
63.83,21.56,4.44,2.78,2.32,42.5,340,140,0.35,,,802,2.8,1108,,,,,,,,,,,,,,,,,,3,28,2.5
63.83,21.56,4.44,2.78,2.32,42.5,280,140,0.35,,,802,2.8,1108,,,,,,,,,,,,,,,,,,3,28,3.5
63.83,21.56,4.44,2.78,2.32,42.5,220,140,0.35,,,802,2.8,1108,,,,,,,,,,,,,,,,,,3,28,6
63.83,21.56,4.44,2.78,2.32,42.5,400,200,0.5,,,777,2.8,1073,,,,,,,,,,,,,,,,,,28,28,1.4
63.83,21.56,4.44,2.78,2.32,42.5,340,200,0.5,,,777,2.8,1073,,,,,,,,,,,,,,,,,,28,28,1.3
63.83,21.56,4.44,2.78,2.32,42.5,280,200,0.5,,,777,2.8,1073,,,,,,,,,,,,,,,,,,28,28,2.4
63.83,21.56,4.44,2.78,2.32,42.5,220,200,0.5,,,777,2.8,1073,,,,,,,,,,,,,,,,,,28,28,7.3
63.83,21.56,4.44,2.78,2.32,42.5,400,140,0.35,,,802,2.8,1108,,,,,,,,,,,,,,,,,,28,28,0
63.83,21.56,4.44,2.78,2.32,42.5,340,140,0.35,,,802,2.8,1108,,,,,,,,,,,,,,,,,,28,28,0
63.83,21.56,4.44,2.78,2.32,42.5,280,140,0.35,,,802,2.8,1108,,,,,,,,,,,,,,,,,,28,28,0
63.83,21.56,4.44,2.78,2.32,42.5,220,140,0.35,,,802,2.8,1108,,,,,,,,,,,,,,,,,,28,28,1.9
63.51,20.17,5.58,2.86,3.15,42.5R,419.9,158,0.38,,,1151,,,8.58,51.5,18.46,6.71,3.93,,74.1,,,,,,,,,0,,28,24,2.8
63.51,20.17,5.58,2.86,3.15,42.5R,405.1,158,0.39,,,1151,,,8.58,51.5,18.46,6.71,3.93,,74.1,,,,,,,,,14.8,,28,24,2.6
63.51,20.17,5.58,2.86,3.15,42.5R,390.3,158,0.4,,,1151,,,8.58,51.5,18.46,6.71,3.93,,74.1,,,,,,,,,29.6,,28,24,2.4
63.51,20.17,5.58,2.86,3.15,42.5R,375.4,158,0.42,,,1151,,,8.58,51.5,18.46,6.71,3.93,,74.1,,,,,,,,,44.5,,28,24,2.3
63.51,20.17,5.58,2.86,3.15,42.5R,360.6,158,0.44,,,1151,,,8.58,51.5,18.46,6.71,3.93,,74.1,,,,,,,,,59.3,,28,24,2.2
64.64,21.7,5.09,4.32,0.92,PO42.5,130,166.5,0.45,,,,,,,,,,,,,27.36,33.6,20.28,1,13.51,240,,,,,91,0,0
64.64,21.7,5.09,4.32,0.92,PO42.5,130,166.5,0.45,,,,,,,,,,,,,27.36,33.6,20.28,1,13.51,240,,,,,91,3,3.5
64.64,21.7,5.09,4.32,0.92,PO42.5,130,166.5,0.45,,,,,,,,,,,,,27.36,33.6,20.28,1,13.51,240,,,,,91,7,5
64.64,21.7,5.09,4.32,0.92,PO42.5,130,166.5,0.45,,,,,,,,,,,,,27.36,33.6,20.28,1,13.51,240,,,,,91,10,8.5
64.64,21.7,5.09,4.32,0.92,PO42.5,130,166.5,0.45,,,,,,,,,,,,,27.36,33.6,20.28,1,13.51,240,,,,,91,21,13.5
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,385,195,0.51,,,1120,,,6,50.4,28,9,1.5,,0,39.56,36.76,13.38,0.37,7.33,0,,22.7,0,,42,91,4.1
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,385,195,0.51,,,1120,,,6,50.4,28,9,1.5,,0,39.56,36.76,13.38,0.37,7.33,0,,22.7,0,,42,182,7
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,290,175,0.39,,,1120,,,6,50.4,28,9,1.5,,155,39.56,36.76,13.38,0.37,7.33,0,,22.7,0,,42,91,3.6
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,290,175,0.39,,,1120,,,6,50.4,28,9,1.5,,155,39.56,36.76,13.38,0.37,7.33,0,,22.7,0,,42,182,4.6
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,235,155,0.48,,,1120,,,6,50.4,28,9,1.5,,110,39.56,36.76,13.38,0.37,7.33,0,,22.7,40,,42,91,4
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,235,155,0.48,,,1120,,,6,50.4,28,9,1.5,,110,39.56,36.76,13.38,0.37,7.33,0,,22.7,40,,42,182,6.8
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,130,170,0.4,,,1135,,,6,50.4,28,9,1.5,,130,39.56,36.76,13.38,0.37,7.33,170,,22.7,0,,42,91,4.3
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,130,170,0.4,,,1135,,,6,50.4,28,9,1.5,,130,39.56,36.76,13.38,0.37,7.33,170,,22.7,0,,42,182,8.1
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,170,170,0.41,,,1135,,,6,50.4,28,9,1.5,,125,39.56,36.76,13.38,0.37,7.33,125,,22.7,0,,42,91,4
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,170,170,0.41,,,1135,,,6,50.4,28,9,1.5,,125,39.56,36.76,13.38,0.37,7.33,125,,22.7,0,,42,182,7.8
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,445,195,0.41,,,1085,,,6,50.4,28,9,1.5,,0,39.56,36.76,13.38,0.37,7.33,0,,22.7,0,,42,91,4.1
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,445,195,0.41,,,1085,,,6,50.4,28,9,1.5,,0,39.56,36.76,13.38,0.37,7.33,0,,22.7,0,,42,182,8
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,340,175,0.33,,,1085,,,6,50.4,28,9,1.5,,185,39.56,36.76,13.38,0.37,7.33,0,,22.7,0,,42,91,2.4
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,340,175,0.33,,,1085,,,6,50.4,28,9,1.5,,185,39.56,36.76,13.38,0.37,7.33,0,,22.7,0,,42,182,5
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,260,155,0.44,,,1085,,,6,50.4,28,9,1.5,,120,39.56,36.76,13.38,0.37,7.33,0,,22.7,40,,42,91,4.2
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,260,155,0.44,,,1085,,,6,50.4,28,9,1.5,,120,39.56,36.76,13.38,0.37,7.33,0,,22.7,40,,42,182,8.4
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,145,170,0.35,,,1085,,,6,50.4,28,9,1.5,,145,39.56,36.76,13.38,0.37,7.33,190,,22.7,0,,42,91,6.5
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,145,170,0.35,,,1085,,,6,50.4,28,9,1.5,,145,39.56,36.76,13.38,0.37,7.33,190,,22.7,0,,42,182,11
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,180,170,0.39,,,1085,,,6,50.4,28,9,1.5,,135,39.56,36.76,13.38,0.37,7.33,135,,22.7,0,,42,91,6.3
62.56,19.77,4.9,2.33,2.64,BS EN 197-1,180,170,0.39,,,1085,,,6,50.4,28,9,1.5,,135,39.56,36.76,13.38,0.37,7.33,135,,22.7,0,,42,182,9.8
62.48,21.18,4.73,3.41,2.53,PI42.5,240,160,0.4,,,1104,,,2.86,53.33,27.65,6.04,1.35,,160,36.44,31.76,14.84,0.6,9.08,0,0,,,,33,365,8
62.48,21.18,4.73,3.41,2.53,PI42.5,240,160,0.4,,,1104,,,2.86,53.33,27.65,6.04,1.35,,0,36.44,31.76,14.84,0.6,9.08,0,160,,,,33,365,9.5
62.48,21.18,4.73,3.41,2.53,PI42.5,240,136,0.33,,,1118,,,2.86,53.33,27.65,6.04,1.35,,0,36.44,31.76,14.84,0.6,9.08,0,160,,,,33,365,5.6
62.48,21.18,4.73,3.41,2.53,PI42.5,240,160,0.4,,,1104,,,2.86,53.33,27.65,6.04,1.35,,0,36.44,31.76,14.84,0.6,9.08,40,120,,,,33,365,7
62.48,21.18,4.73,3.41,2.53,PI42.5,240,160,0.4,,,1104,,,2.86,53.33,27.65,6.04,1.35,,160,36.44,31.76,14.84,0.6,9.08,0,0,,,,28,365,2.2
62.48,21.18,4.73,3.41,2.53,PI42.5,240,160,0.4,,,1104,,,2.86,53.33,27.65,6.04,1.35,,0,36.44,31.76,14.84,0.6,9.08,0,160,,,,28,365,4.5
62.48,21.18,4.73,3.41,2.53,PI42.5,240,136,0.33,,,1118,,,2.86,53.33,27.65,6.04,1.35,,0,36.44,31.76,14.84,0.6,9.08,0,160,,,,28,365,2.6
62.48,21.18,4.73,3.41,2.53,PI42.5,240,160,0.4,,,1104,,,2.86,53.33,27.65,6.04,1.35,,0,36.44,31.76,14.84,0.6,9.08,40,120,,,,28,365,3.7
63.7,20.3,4.83,3.25,3.28,PII42.5,500,180,0.36,0.21,,1026,,,3.53,47.1,41.8,3.06,0.32,,0,,,,,,,,,,,28,28,2
63.7,20.3,4.83,3.25,3.28,PII42.5,400,180,0.36,0.21,,1026,,,3.53,47.1,41.8,3.06,0.32,,100,,,,,,,,,,,28,28,2.5
63.7,20.3,4.83,3.25,3.28,PII42.5,300,180,0.36,0.21,,1026,,,3.53,47.1,41.8,3.06,0.32,,200,,,,,,,,,,,28,28,7
63.7,20.3,4.83,3.25,3.28,PII42.5,200,180,0.36,0.21,,1026,,,3.53,47.1,41.8,3.06,0.32,,300,,,,,,,,,,,28,28,14
63.7,20.3,4.83,3.25,3.28,PII42.5,420,180,0.43,0.21,,1067,,,3.53,47.1,41.8,3.06,0.32,,0,,,,,,,,,,,28,28,2
63.7,20.3,4.83,3.25,3.28,PII42.5,336,180,0.43,0.21,,1067,,,3.53,47.1,41.8,3.06,0.32,,84,,,,,,,,,,,28,28,3
63.7,20.3,4.83,3.25,3.28,PII42.5,252,180,0.43,0.21,,1067,,,3.53,47.1,41.8,3.06,0.32,,168,,,,,,,,,,,28,28,11
63.7,20.3,4.83,3.25,3.28,PII42.5,168,180,0.43,0.21,,1067,,,3.53,47.1,41.8,3.06,0.32,,252,,,,,,,,,,,28,28,20
63.7,20.3,4.83,3.25,3.28,PII42.5,360,180,0.5,0.21,,1116,,,3.53,47.1,41.8,3.06,0.32,,0,,,,,,,,,,,28,28,7
63.7,20.3,4.83,3.25,3.28,PII42.5,288,180,0.5,0.21,,1116,,,3.53,47.1,41.8,3.06,0.32,,72,,,,,,,,,,,28,28,12
63.7,20.3,4.83,3.25,3.28,PII42.5,216,180,0.5,0.21,,1116,,,3.53,47.1,41.8,3.06,0.32,,144,,,,,,,,,,,28,28,24
63.7,20.3,4.83,3.25,3.28,PII42.5,144,180,0.5,0.21,,1116,,,3.53,47.1,41.8,3.06,0.32,,216,,,,,,,,,,,28,28,35
61.16,23.3,5.41,2.77,2.65,,480,148.8,0.31,0.3,,,2.75,,,,,,,,,,,,,,,,,,56.5,28,3,0.8
61.16,23.3,5.41,2.77,2.65,,480,148.8,0.31,0.3,,,2.75,,,,,,,,,,,,,,,,,,56.5,28,7,2.5
61.16,23.3,5.41,2.77,2.65,,480,148.8,0.31,0.3,,,2.75,,,,,,,,,,,,,,,,,,56.5,28,14,3.6
61.16,23.3,5.41,2.77,2.65,,480,148.8,0.31,0.3,,,2.75,,,,,,,,,,,,,,,,,,56.5,28,28,6
61.16,23.3,5.41,2.77,2.65,,480,148.8,0.31,0.3,,,2.75,,,,,,,,,,,,,,,,,,56.5,28,56,8
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,61.16,48.2,30.5,5.6,1.1,,96,,,,,,,,,,52.1,28,3,2.2
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,61.16,48.2,30.5,5.6,1.1,,96,,,,,,,,,,52.1,28,7,3
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,61.16,48.2,30.5,5.6,1.1,,96,,,,,,,,,,52.1,28,14,4.6
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,61.16,48.2,30.5,5.6,1.1,,96,,,,,,,,,,52.1,28,28,7.4
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,61.16,48.2,30.5,5.6,1.1,,96,,,,,,,,,,52.1,28,56,11
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,61.16,48.2,30.5,5.6,1.1,,144,,,,,,,,,,49.9,28,3,2.8
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,61.16,48.2,30.5,5.6,1.1,,144,,,,,,,,,,49.9,28,7,3.8
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,61.16,48.2,30.5,5.6,1.1,,144,,,,,,,,,,49.9,28,14,5.5
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,61.16,48.2,30.5,5.6,1.1,,144,,,,,,,,,,49.9,28,28,8.4
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,61.16,48.2,30.5,5.6,1.1,,144,,,,,,,,,,49.9,28,56,12.5
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,4.1,51.8,26.4,5,1,,96,,,,,,,,,,59.5,28,3,2
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,4.1,51.8,26.4,5,1,,96,,,,,,,,,,59.5,28,7,2.8
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,4.1,51.8,26.4,5,1,,96,,,,,,,,,,59.5,28,14,3
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,4.1,51.8,26.4,5,1,,96,,,,,,,,,,59.5,28,28,4.4
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,4.1,51.8,26.4,5,1,,96,,,,,,,,,,59.5,28,56,7
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,4.1,51.8,26.4,5,1,,144,,,,,,,,,,55.2,28,3,2
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,4.1,51.8,26.4,5,1,,144,,,,,,,,,,55.2,28,7,3
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,4.1,51.8,26.4,5,1,,144,,,,,,,,,,55.2,28,14,3.4
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,4.1,51.8,26.4,5,1,,144,,,,,,,,,,55.2,28,28,3.8
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,4.1,51.8,26.4,5,1,,144,,,,,,,,,,55.2,28,56,7
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,,,,,,,,45.72,13.16,0.75,19.07,6.46,96,,,,60.8,28,3,2
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,,,,,,,,45.72,13.16,0.75,19.07,6.46,96,,,,60.8,28,7,2.5
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,,,,,,,,45.72,13.16,0.75,19.07,6.46,96,,,,60.8,28,14,3.4
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,,,,,,,,45.72,13.16,0.75,19.07,6.46,96,,,,60.8,28,28,5
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,,,,,,,,45.72,13.16,0.75,19.07,6.46,96,,,,60.8,28,56,7.4
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,,,,,,,,45.72,13.16,0.75,19.07,6.46,144,,,,55.7,28,3,2.5
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,,,,,,,,45.72,13.16,0.75,19.07,6.46,144,,,,55.7,28,7,3
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,,,,,,,,45.72,13.16,0.75,19.07,6.46,144,,,,55.7,28,14,4
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,,,,,,,,45.72,13.16,0.75,19.07,6.46,144,,,,55.7,28,28,5.5
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,,,,,,,,45.72,13.16,0.75,19.07,6.46,144,,,,55.7,28,56,7.6
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,,,,,,,,,,,,,,,,,51.3,28,3,3
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,,,,,,,,,,,,,,,,,51.3,28,7,5.5
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,,,,,,,,,,,,,,,,,51.3,28,14,7.8
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,,,,,,,,,,,,,,,,,51.3,28,28,10
61.16,23.3,5.41,2.77,2.65,,384,148.8,0.31,0.3,,,2.75,,,,,,,,,,,,,,,,,,51.3,28,56,14
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,,,,,,,,,,,,,,,,,47.6,28,3,4
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,,,,,,,,,,,,,,,,,47.6,28,7,6
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,,,,,,,,,,,,,,,,,47.6,28,14,8.5
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,,,,,,,,,,,,,,,,,47.6,28,28,11.2
61.16,23.3,5.41,2.77,2.65,,336,148.8,0.31,0.3,,,2.75,,,,,,,,,,,,,,,,,,47.6,28,56,16.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,475,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,14,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,95,,,,,,,,200,0,,42,14,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,70,,,,,,,,200,0,,42,14,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,70,,,,,,,,200,25,,42,14,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,165,,,,,,,,200,0,,42,14,2.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,140,,,,,,,,200,0,,42,14,2.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,0,,42,14,4.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,300,165,0.35,,,,,,3.2,52,26,10.1,1.5,,140,,,,,,,,200,25,,42,14,2.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,300,165,0.35,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,45,,42,14,3.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,205,165,0.35,,,,,,3.2,52,26,10.1,1.5,,255,,,,,,,,200,0,,42,14,11
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.35,,,,,,3.2,52,26,10.1,1.5,,210,,,,,,,,200,0,,42,14,10
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.35,,,,,,3.2,52,26,10.1,1.5,,185,,,,,,,,200,0,,42,14,7
64.5,20,4.6,3.7,2.5,CEM I 42.5,205,165,0.35,,,,,,3.2,52,26,10.1,1.5,,205,,,,,,,,200,45,,42,14,9.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,450,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,14,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,425,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,14,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,400,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,14,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,450,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,25,,42,14,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,425,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,45,,42,14,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,475,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,28,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,95,,,,,,,,200,0,,42,28,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,70,,,,,,,,200,0,,42,28,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,70,,,,,,,,200,25,,42,28,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,165,,,,,,,,200,0,,42,28,5
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,140,,,,,,,,200,0,,42,28,4.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,0,,42,28,7
64.5,20,4.6,3.7,2.5,CEM I 42.5,300,165,0.35,,,,,,3.2,52,26,10.1,1.5,,140,,,,,,,,200,25,,42,28,4.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,300,165,0.35,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,45,,42,28,6
64.5,20,4.6,3.7,2.5,CEM I 42.5,205,165,0.35,,,,,,3.2,52,26,10.1,1.5,,255,,,,,,,,200,0,,42,28,18
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.35,,,,,,3.2,52,26,10.1,1.5,,210,,,,,,,,200,0,,42,28,15
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.35,,,,,,3.2,52,26,10.1,1.5,,185,,,,,,,,200,0,,42,28,12
64.5,20,4.6,3.7,2.5,CEM I 42.5,205,165,0.35,,,,,,3.2,52,26,10.1,1.5,,205,,,,,,,,200,45,,42,28,13.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,450,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,28,0
